"","sexo","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070"
"1","Hombres",0.923674209296039,0.923080649900289,0.927590144065649,0.925975829443971,0.934277239888682,0.937410060554925,0.940355384971481,0.942888875217351,0.944913466787932,0.946675048448352,0.948139251073604,0.949469796433947,0.950715278269222,0.951985705350797,0.953282471215252,0.954525045140599,0.955534435472523,0.956418076926417,0.957364359335346,0.958503133643265,0.957802857669368,0.96073075247036,0.961689232875835,0.962627562688406,0.963693461156658,0.964886474423024,0.966174841299927,0.967457459485575,0.968784598104188,0.97015886482703,0.971523612721133,0.972778049049943,0.973857210810521,0.974854474511708,0.975824731360746,0.976822389428803,0.977829080533585,0.978835552775156,0.979890016484649,0.979296107572428,0.980486742829094,0.982715712036107,0.983461251315884,0.98409852287596,0.984666641783568,0.985193978377376,0.985708339336887,0.986208850780621,0.986725570529924,0.98728451509097,0.98792433553535,0.988570632128117,0.989146629564497,0.98960333697669,0.989975492478683,0.990291704053546,0.990546585086635,0.990735534639392,0.990910245462642,0.991098605352337,0.991306716944297,0.991494701147411,0.99162014270665,0.991693581819837,0.991780428410078,0.991843872565733,0.991903107529792,0.991898078031161,0.992005459193584,0.992166285078404,0.992357182597223,0.992515975356097,0.992791592610865,0.992999788908945,0.993263812141191,0.993483327149656,0.993728056416978,0.993943481663438,0.994168747375721,0.994374190764521,0.994581703098643,0.994775142205967,0.994966748113828,0.99514775999088,0.995325046232942,0.995493885430087,0.995658163530365,0.995815371569446,0.995967740289723,0.99611397152892,0.996255376087648,0.996391316557827,0.9965225905526,0.996648919166419,0.99677081175786,0.996888181872083,0.997001375064081,0.997110406209243,0.997215526023696,0.997316800832983,0.997414424848547,0.997508488663012,0.997599151405814,0.997686513239256,0.997770710290598,0.997851844455741,0.997930035771431,0.998005383794512,0.998077996517311,0.998147969142377,0.99821540006845,0.998280379246869,0.99834299703952,0.998403337851387,0.998461485057513,0.998517517539445,0.998571512443058,0.998623543311953,0.998673681647167,0.998721995917583,0.998768552456744
"2","Mujeres",0.933974329469165,0.933550860249461,0.937561747002213,0.936241759146718,0.943515142550752,0.946258905037386,0.948869500859896,0.951118214503838,0.952925813959224,0.954504556436656,0.955827550466593,0.957034482637447,0.958165765108417,0.959314855522178,0.960483021071,0.961602583759198,0.962521785347253,0.963332318577382,0.964193225439437,0.965212221455766,0.964685716947297,0.967205511457351,0.968057002404996,0.968895860584891,0.969838227855932,0.970882604791769,0.972001204734572,0.973110029972785,0.974251588934263,0.975426827848042,0.976588364608084,0.977654485485245,0.978572209467585,0.979418836718354,0.980239447139615,0.981078151594956,0.981921065301259,0.982759343791468,0.9836340365316,0.983162923668665,0.984146970080012,0.985968263117659,0.986579958951797,0.987105033374492,0.987572110858141,0.988005542796564,0.98842790027099,0.988837706798516,0.989260631067655,0.989717793016892,0.990235481426785,0.990756825260263,0.991222515728902,0.99159304159466,0.991896275107053,0.992154955044732,0.992362810000048,0.992514383698765,0.992647100243219,0.992788500017522,0.992950744613675,0.993096880027872,0.993193192128842,0.993246134551267,0.993308907832918,0.993350950784787,0.993389699087202,0.993375665592506,0.993453537098611,0.993576062157644,0.993737621199942,0.993869000865022,0.994097560525422,0.994270195420422,0.99448908309141,0.99467099160586,0.994873700665254,0.995052046723822,0.995238444719427,0.995408352610015,0.995579883437745,0.995739698827699,0.995897918685094,0.996047314019937,0.996193560132588,0.996332767545362,0.996468146065266,0.996597633149285,0.996723071451779,0.996843396991614,0.996959693127412,0.997071440039212,0.997179297740077,0.997283041155802,0.997383092564329,0.997479384771885,0.997572204931184,0.997661568718332,0.997747684982537,0.997830611266209,0.997910509683801,0.997987457335988,0.998061587241176,0.998132984022944,0.998201761552887,0.998268005580375,0.998331816528763,0.998393277964376,0.998452480205208,0.998509503011229,0.998564428626756,0.998617332296321,0.998668289487106,0.998717370709628,0.998764645533387,0.998810179774383,0.998854037742717,0.998896280730289,0.998936968282551,0.998976157399386,0.999013903267273
