"Notes"	"County"	"County Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2011"	"2011"	"Female"	"F"	0	94	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2011"	"2011"	"Male"	"M"	0	75	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2012"	"2012"	"Female"	"F"	0	97	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2012"	"2012"	"Male"	"M"	0	78	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2013"	"2013"	"Female"	"F"	0	105	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2013"	"2013"	"Male"	"M"	0	72	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2014"	"2014"	"Female"	"F"	0	100	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2014"	"2014"	"Male"	"M"	0	82	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2015"	"2015"	"Female"	"F"	0	100	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2015"	"2015"	"Male"	"M"	0	72	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2016"	"2016"	"Female"	"F"	0	94	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2016"	"2016"	"Male"	"M"	0	64	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2017"	"2017"	"Female"	"F"	0	90	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2017"	"2017"	"Male"	"M"	0	58	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2018"	"2018"	"Female"	"F"	0	88	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2018"	"2018"	"Male"	"M"	0	60	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2019"	"2019"	"Female"	"F"	0	89	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2019"	"2019"	"Male"	"M"	0	65	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2020 "	"2020"	"Female"	"F"	0	65	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"80-84 years"	"80-84"	"2020 "	"2020"	"Male"	"M"	0	62	Unreliable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"1999"	"1999"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"1999"	"1999"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2000"	"2000"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2000"	"2000"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2001"	"2001"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2001"	"2001"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2002"	"2002"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2002"	"2002"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2003"	"2003"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2003"	"2003"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2004"	"2004"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2004"	"2004"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2005"	"2005"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2005"	"2005"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2006"	"2006"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2006"	"2006"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2007"	"2007"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2007"	"2007"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2008"	"2008"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2008"	"2008"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2009"	"2009"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2009"	"2009"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2010"	"2010"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2010"	"2010"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2011"	"2011"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2011"	"2011"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2012"	"2012"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2012"	"2012"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2013"	"2013"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2013"	"2013"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2014"	"2014"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2014"	"2014"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2015"	"2015"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2015"	"2015"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2016"	"2016"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2016"	"2016"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2017"	"2017"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2017"	"2017"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2018"	"2018"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2019"	"2019"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2019"	"2019"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2020 "	"2020"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"85-89 years"	"85-89"	"2020 "	"2020"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"1999"	"1999"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"1999"	"1999"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2000"	"2000"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2000"	"2000"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2001"	"2001"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2001"	"2001"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2002"	"2002"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2002"	"2002"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2003"	"2003"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2003"	"2003"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2004"	"2004"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2004"	"2004"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2005"	"2005"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2005"	"2005"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2006"	"2006"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2006"	"2006"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2007"	"2007"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2007"	"2007"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2008"	"2008"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2008"	"2008"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2009"	"2009"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2009"	"2009"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2010"	"2010"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2010"	"2010"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2011"	"2011"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2011"	"2011"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2012"	"2012"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2012"	"2012"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2013"	"2013"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2013"	"2013"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2014"	"2014"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2014"	"2014"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2015"	"2015"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2015"	"2015"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2016"	"2016"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2016"	"2016"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2017"	"2017"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2017"	"2017"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2018"	"2018"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2019"	"2019"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2019"	"2019"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2020 "	"2020"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"90-94 years"	"90-94"	"2020 "	"2020"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"1999"	"1999"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"1999"	"1999"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2000"	"2000"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2000"	"2000"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2001"	"2001"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2001"	"2001"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2002"	"2002"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2002"	"2002"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2003"	"2003"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2003"	"2003"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2004"	"2004"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2004"	"2004"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2005"	"2005"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2005"	"2005"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2006"	"2006"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2006"	"2006"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2007"	"2007"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2007"	"2007"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2008"	"2008"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2008"	"2008"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2009"	"2009"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2009"	"2009"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2010"	"2010"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2010"	"2010"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2011"	"2011"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2011"	"2011"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2012"	"2012"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2012"	"2012"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2013"	"2013"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2013"	"2013"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2014"	"2014"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2014"	"2014"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2015"	"2015"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2015"	"2015"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2016"	"2016"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2016"	"2016"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2017"	"2017"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2017"	"2017"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2018"	"2018"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2019"	"2019"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2019"	"2019"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2020 "	"2020"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"95-99 years"	"95-99"	"2020 "	"2020"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"1999"	"1999"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"1999"	"1999"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2000"	"2000"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2000"	"2000"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2001"	"2001"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2001"	"2001"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2002"	"2002"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2002"	"2002"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2003"	"2003"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2003"	"2003"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2004"	"2004"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2004"	"2004"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2005"	"2005"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2005"	"2005"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2006"	"2006"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2006"	"2006"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2007"	"2007"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2007"	"2007"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2008"	"2008"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2008"	"2008"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2009"	"2009"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2009"	"2009"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2010"	"2010"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2010"	"2010"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2011"	"2011"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2011"	"2011"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2012"	"2012"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2012"	"2012"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2013"	"2013"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2013"	"2013"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2014"	"2014"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2014"	"2014"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2015"	"2015"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2015"	"2015"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2016"	"2016"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2016"	"2016"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2017"	"2017"	"Female"	"F"	0	Not Applicable	Not Applicable	0.0000%
	"Greenlee County, AZ"	"04011"	"100+ years"	"100+"	"2017"	"2017"	"Male"	"M"	0	Not Applicable	Not Applicable	0.0000%
